1       8
489.81      500.28       4
589.38      600.31       1
640.12      651.24       2
710.47      720.72      10
799.38      808.30       1
860.81      871.69       4
931.59      941.64      10
1013.72      1025.74       2
1081.59      1091.49      10
1171.67      1185.33       5
1284.66      1297.37       7
895       4
386.25      390.16       5
471.10      486.79       9
500.75      507.88       4
535.59      539.55       5
571.10      582.54       7
647.67      652.10       8
694.83      698.71       4
755.13      762.50       6
832.97      838.67       7
896.50      900.53       8
997.67      1005.48       2
1104.64      1112.08       4
1151.04      1157.20       9
1203.29      1216.20       1
1296.87      1305.28       6
896       2
435.09      449.88       5
495.10      506.20       6
525.18      529.99       9
626.04      632.46       4
711.06      718.06       9
790.82      804.58       7
878.35      888.21       1
971.78      983.45       4
1003.50      1009.59       6
1099.40      1105.23       3
1183.33      1197.62       7
1290.44      1302.90       4
1341.87      1348.28       9
1380.07      1384.37      10
897       5
423.73      439.38       9
522.06      526.77      10
576.71      585.08       1
661.91      670.47      10
712.12      726.00       7
819.18      831.49      10
898       7
414.43      425.90       5
448.23      459.29       6
470.44      476.50       7
508.14      522.78       3
580.17      593.40       7
598.75      608.90       2
628.94      643.03       5
654.66      667.76      10
899       3
470.95      485.88       1
545.11      554.56       6
601.57      606.34       9
655.94      659.52       2
690.81      703.43       5
788.14      802.00       9
877.31      884.24       4
902.67      906.52       5
936.38      947.09       8
987.19      991.44       6
1084.38      1097.37      10
1142.15      1155.27       6
1215.23      1221.51       7
1310.80      1322.28       1
1390.57      1399.35      10
900       7
448.29      459.83       4
558.82      563.39       8
620.15      630.65       1
653.30      666.09       9
752.82      768.79       5
901       6
386.69      393.24       4
467.27      470.94       5
569.26      584.23       9
670.79      674.04       2
686.98      696.32       8
723.46      733.76       5
746.08      756.82       8
804.65      808.74       4
902       8
417.04      420.99      10
514.21      525.41       4
553.97      566.47       7
601.95      614.52       4
652.64      664.63       7
671.13      684.46       9
736.64      751.41       3
817.64      824.50      10
834.88      843.29       1
885.23      892.60      10
917.40      931.99       7
983.06      989.24       6
1059.85      1073.29      10
1121.12      1134.45       7
903       4
448.06      452.06       5
521.25      534.41       2
555.21      560.25       3
596.98      605.51       5
636.06      640.50       4
685.03      688.98       5
737.65      752.34      10
817.94      821.86       8
896.21      906.58       5
946.10      955.61       6
976.48      981.44       9
904       2
470.17      479.49       7
499.33      505.04       6
547.60      553.83       7
603.10      617.22       3
643.46      657.23       4
707.23      713.60       9
752.65      758.01       6
783.56      789.61       7
905      10
464.87      472.32       1
528.20      536.98       6
543.10      549.38       7
560.02      573.22       9
579.55      586.95       4
598.37      610.60       3
695.66      701.41       6
762.88      772.63       1
780.01      787.43      10
850.19      859.12       1
902.55      914.04       7
990.97      1004.00       5
1067.05      1080.63       2
1164.47      1174.40       1
1225.73      1237.67       7
1321.51      1332.49       2
906       3
365.83      378.94       9
430.62      435.57       6
481.18      486.54       3
579.02      592.36       9
625.89      629.58       2
698.95      703.51       3
720.42      724.31       8
803.84      808.25       3
907       5
450.79      458.12       1
508.48      518.90       2
548.57      560.86       5
616.89      627.64       6
658.28      665.29       4
700.87      713.57       7
724.09      734.45       1
823.93      833.00       6
844.10      850.52       4
899.89      914.08       3
968.66      973.68       6
1005.70      1015.05       1
1109.22      1118.15       6
908       8
396.04      400.10       7
454.40      459.22       8
527.46      539.97       1
564.51      572.22      10
601.42      613.42       4
711.20      715.49       5
909       1
373.02      381.07      10
468.78      475.19       3
510.23      514.12       8
543.93      555.86       5
601.24      613.10       8
910       6
372.08      377.90       3
453.22      467.27       4
503.80      510.87       2
543.78      547.27       9
573.89      586.16       8
661.25      665.72       7
729.79      740.26       2
805.76      818.67       5
893.60      902.05       1
995.32      1003.55       6
1020.37      1025.19       9
1053.99      1060.54       4
911       6
373.86      379.30       3
458.44      472.17       7
530.09      536.71       6
634.86      643.34       1
651.29      663.07       8
752.50      756.39       6
765.43      770.02       8
813.12      825.77       9
873.77      877.51       2
907.28      918.31      10
929.08      936.85       1
1032.45      1044.39       7
1088.41      1094.01       6
1125.31      1131.65       7
1224.75      1237.19       5
912       5
400.57      416.00       9
471.36      484.25       3
555.90      559.62       8
595.98      600.25       3
619.57      623.84       8
679.57      683.34       3
771.04      785.50       1
802.93      816.18       3
849.43      864.43       9
912.62      916.86      10
925.20      928.89       8
1010.58      1022.88       1
1053.13      1064.43       7
1085.52      1097.93       5
1154.78      1166.06       6
1229.69      1243.34       2
1281.93      1285.55       9
913       5
479.59      487.75       1
585.06      595.80       4
670.26      674.71       5
692.75      705.48       2
788.61      795.47       4
885.97      893.36       6
948.03      954.41       4
1048.54      1055.95       2
1117.78      1129.00       7
1145.38      1160.02       9
1253.84      1258.29      10
1289.96      1301.08       2
1368.27      1371.80       9
1406.35      1418.97       1
914       6
477.97      485.12       4
567.94      572.24       5
606.28      617.09       6
682.69      696.19       2
786.97      797.23      10
823.95      835.53       4
910.83      921.10      10
915       5
374.48      384.14       6
419.08      429.44       5
515.72      526.14       6
551.50      562.22       5
585.21      595.97       6
638.43      643.07       8
916       3
395.07      410.54       1
420.29      428.41       6
492.11      498.71       7
543.10      555.39      10
622.19      635.58       7
682.94      696.16      10
745.14      759.48       6
828.57      839.24       5
909.19      920.25       6
988.34      996.55       1
1086.21      1097.91       8
1121.42      1133.70       9
1223.55      1237.29       5
1281.38      1288.64       1
917       4
400.52      406.99       6
467.53      479.49       2
520.89      529.27       8
624.65      629.26       4
649.08      660.58      10
680.52      684.07       8
695.52      706.92       5
767.46      771.21       4
859.31      866.23       6
890.56      899.66       1
982.23      991.03       6
918       2
462.56      473.91      10
517.82      526.69       1
534.64      543.37       6
555.93      562.50       7
622.84      627.04       8
682.10      692.36       5
785.24      794.40       3
878.29      892.83       4
982.39      986.72       5
1056.17      1067.40       7
1145.15      1156.25       5
1168.95      1183.22       2
919       9
456.32      468.56       8
495.39      507.08       5
567.18      576.46       6
585.40      591.90       4
604.00      610.28       2
705.69      715.41       1
805.61      816.06       2
830.13      839.18       8
899.01      902.98      10
914.93      918.97       9
920       4
374.93      378.89       8
424.32      432.35       2
523.09      529.51       4
550.73      557.06       2
632.88      645.40       5
687.87      701.26       9
791.02      795.74      10
